3751948;2016-07-19T19:04:00;2016-07-19T19:55:00;3074;3005;6441;Monthly Pass;"{'longitude': '-118.26117', 'latitude': '34.0441704', 'needs_recoding': False}";"{'longitude': '-118.25905', 'latitude': '34.0485497', 'needs_recoding': False}"
3762346;2016-07-19T21:20:00;2016-07-19T21:24:00;3077;3055;6421;Monthly Pass;"{'longitude': '-118.25004', 'latitude': '34.0398712', 'needs_recoding': False}";"{'longitude': '-118.25158', 'latitude': '34.0441589', 'needs_recoding': False}"
3803551;2016-07-20T07:17:00;2016-07-20T07:22:00;3014;3016;5915;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.24156', 'latitude': '34.0528984', 'needs_recoding': False}"
3815266;2016-07-20T10:15:00;2016-07-20T10:21:00;3005;3052;6588;Monthly Pass;"{'longitude': '-118.25905', 'latitude': '34.0485497', 'needs_recoding': False}";"{'longitude': '-118.26456', 'latitude': '34.0511017', 'needs_recoding': False}"
3823250;2016-07-20T12:31:00;2016-07-20T12:36:00;3064;3033;6571;Monthly Pass;"{'longitude': '-118.25698', 'latitude': '34.0468102', 'needs_recoding': False}";"{'longitude': '-118.2558', 'latitude': '34.0409889', 'needs_recoding': False}"
3831443;2016-07-20T14:26:00;2016-07-20T14:32:00;3030;3069;5829;Flex Pass;"{'longitude': '-118.24353', 'latitude': '34.0519409', 'needs_recoding': False}";"{'longitude': '-118.24825', 'latitude': '34.0508804', 'needs_recoding': False}"
3844045;2016-07-20T17:01:00;2016-07-20T17:18:00;3019;3014;6412;Monthly Pass;"{'longitude': '-118.26086', 'latitude': '34.0386086', 'needs_recoding': False}";"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}"
3848297;2016-07-20T18:22:00;2016-07-20T18:40:00;3066;3046;6413;Monthly Pass;"{'longitude': '-118.23616', 'latitude': '34.0633888', 'needs_recoding': False}";"{'longitude': '-118.24795', 'latitude': '34.0530205', 'needs_recoding': False}"
3857002;2016-07-20T20:08:00;2016-07-20T20:27:00;3014;3033;5893;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.2558', 'latitude': '34.0409889', 'needs_recoding': False}"
3865841;2016-07-20T21:54:00;2016-07-20T22:04:00;3064;3049;6520;Monthly Pass;"{'longitude': '-118.25698', 'latitude': '34.0468102', 'needs_recoding': False}";"{'longitude': '-118.25359', 'latitude': '34.0569687', 'needs_recoding': False}"
3897667;2016-07-21T07:32:00;2016-07-21T07:36:00;3055;3005;6130;Flex Pass;"{'longitude': '-118.25158', 'latitude': '34.0441589', 'needs_recoding': False}";"{'longitude': '-118.25905', 'latitude': '34.0485497', 'needs_recoding': False}"
3904647;2016-07-21T09:39:00;2016-07-21T09:47:00;3068;3008;6277;Monthly Pass;"{'longitude': '-118.25095', 'latitude': '34.0531998', 'needs_recoding': False}";"{'longitude': '-118.26273', 'latitude': '34.0466118', 'needs_recoding': False}"
3915414;2016-07-21T12:13:00;2016-07-21T12:20:00;3014;3016;5975;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.24156', 'latitude': '34.0528984', 'needs_recoding': False}"
3919041;2016-07-21T13:51:00;2016-07-21T13:55:00;3052;3064;6089;Monthly Pass;"{'longitude': '-118.26456', 'latitude': '34.0511017', 'needs_recoding': False}";"{'longitude': '-118.25698', 'latitude': '34.0468102', 'needs_recoding': False}"
3930229;2016-07-21T16:26:00;2016-07-21T16:46:00;3020;3067;6035;Monthly Pass;"{'longitude': '-118.26709', 'latitude': '34.0310516', 'needs_recoding': False}";"{'longitude': '-118.25024', 'latitude': '34.0451813', 'needs_recoding': False}"
3934011;2016-07-21T17:51:00;2016-07-21T17:54:00;3022;3021;5856;Monthly Pass;"{'longitude': '-118.23309', 'latitude': '34.0460701', 'needs_recoding': False}";"{'longitude': '-118.23703', 'latitude': '34.0456085', 'needs_recoding': False}"
3941810;2016-07-21T19:05:00;2016-07-21T19:07:00;3006;3031;6590;Monthly Pass;"{'longitude': '-118.25667', 'latitude': '34.0455399', 'needs_recoding': False}";"{'longitude': '-118.25244', 'latitude': '34.0447006', 'needs_recoding': False}"
3945738;2016-07-21T20:40:00;2016-07-21T20:44:00;3005;3008;5858;Monthly Pass;"{'longitude': '-118.25905', 'latitude': '34.0485497', 'needs_recoding': False}";"{'longitude': '-118.26273', 'latitude': '34.0466118', 'needs_recoding': False}"
3964661;2016-07-22T01:55:00;2016-07-22T02:00:00;3035;3051;6580;Monthly Pass;"{'longitude': '-118.26095', 'latitude': '34.0484009', 'needs_recoding': False}";"{'longitude': '-118.25352', 'latitude': '34.0454216', 'needs_recoding': False}"
3992163;2016-07-22T09:04:00;2016-07-22T09:11:00;3038;3076;6021;Monthly Pass;"{'longitude': '-118.24835', 'latitude': '34.0468216', 'needs_recoding': False}";"{'longitude': '-118.25384', 'latitude': '34.0405998', 'needs_recoding': False}"
3999218;2016-07-22T11:49:00;2016-07-22T11:57:00;3006;3019;6061;Flex Pass;"{'longitude': '-118.25667', 'latitude': '34.0455399', 'needs_recoding': False}";"{'longitude': '-118.26086', 'latitude': '34.0386086', 'needs_recoding': False}"
4006484;2016-07-22T13:11:00;2016-07-22T13:23:00;3064;3040;6313;Monthly Pass;"{'longitude': '-118.25698', 'latitude': '34.0468102', 'needs_recoding': False}";"{'longitude': '-118.26636', 'latitude': '34.0535698', 'needs_recoding': False}"
4013891;2016-07-22T15:12:00;2016-07-22T15:53:00;3007;3040;6545;Monthly Pass;"{'longitude': '-118.25459', 'latitude': '34.0504799', 'needs_recoding': False}";"{'longitude': '-118.26636', 'latitude': '34.0535698', 'needs_recoding': False}"
